       0.0    1.00000
       1.0    0.95506
       2.0    0.83392
       3.0    0.67137
       4.0    0.50823
       5.0    0.37547
       6.0    0.28521
       7.0    0.23195
       8.0    0.20091
       9.0    0.17771
      10.0    0.15428
      11.0    0.12936
      12.0    0.10547
      13.0    0.08526
      14.0    0.06961
      15.0    0.05771
      16.0    0.04818
      17.0    0.04006
      18.0    0.03298
      19.0    0.02699
      20.0    0.02214
      21.0    0.01833
      22.0    0.01539
      23.0    0.01314
      24.0    0.01143
      25.0    0.01016
      26.0    0.00921
      27.0    0.00849
      28.0    0.00794
      29.0    0.00750
      30.0    0.00713
      31.0    0.00679
      32.0    0.00645
      33.0    0.00609
      34.0    0.00570
      35.0    0.00530
      36.0    0.00492
      37.0    0.00456
      38.0    0.00422
      39.0    0.00391
      40.0    0.00361
      41.0    0.00332
      42.0    0.00305
      43.0    0.00280
      44.0    0.00258
      45.0    0.00240
      46.0    0.00224
      47.0    0.00211
      48.0    0.00200
      49.0    0.00190
      50.0    0.00182
      51.0    0.00175
      52.0    0.00169
      53.0    0.00164
      54.0    0.00159
      55.0    0.00154
      56.0    0.00150
      57.0    0.00145
      58.0    0.00140
      59.0    0.00135
      60.0    0.00129
      61.0    0.00124
      62.0    0.00119
      63.0    0.00114
      64.0    0.00109
      65.0    0.00105
      66.0    0.00100
      67.0    0.00096
      68.0    0.00092
      69.0    0.00088
      70.0    0.00085
      71.0    0.00081
      72.0    0.00078
      73.0    0.00074
      74.0    0.00071
      75.0    0.00068
      76.0    0.00064
      77.0    0.00061
      78.0    0.00058
      79.0    0.00055
      80.0    0.00052
      81.0    0.00049
      82.0    0.00046
      83.0    0.00043
      84.0    0.00041
      85.0    0.00039
      86.0    0.00036
      87.0    0.00034
      88.0    0.00032
      89.0    0.00031
      90.0    0.00029
      91.0    0.00028
      92.0    0.00027
      93.0    0.00026
      94.0    0.00025
      95.0    0.00024
      96.0    0.00023
      97.0    0.00021
      98.0    0.00019
      99.0    0.00015
     100.0    0.00010
     102.0    0.00000
     104.7    0.00000
     110.4    0.00000
     124.1    0.00000
     159.6    0.00000
     254.4    0.00000
     510.4    0.00000
    1204.6    0.00000
    3090.0    0.00000
    8213.1    0.00000
